word frequencyM frequencyNA sum
quite 1 0 1
unmann 1 0 1
folly 1 0 1
fy 1 0 1
bene 1 0 1
olden 1 0 1
duties 1 0 1
pledge 1 0 1
avant 1 0 1
quit 1 0 1
peeres 1 0 1
displac 1 0 1
mirth 1 0 1
sights 1 0 1
goodnight 1 0 1
oddes 1 0 1
denies 1 0 1
lacke 1 0 1
season 1 0 1
self-abuse 1 0 1
hecat 1 0 1
angerly 1 0 1
speeches 1 0 1
sonnes 1 0 1
duncane 1 0 1
absolute 1 0 1
toile 1 0 1
paines 1 0 1
midnight 1 0 1
hags 1 0 1
coniure 1 0 1
profess 1 0 1
caution 1 0 1
il 1 0 1
resolute 1 0 1
need 1 0 1
listen 1 0 1
lyon 1 0 1
metled 1 0 1
deny 1 0 1
greeve 1 0 1
weyard 1 0 1
infected 1 0 1
whereon 1 0 1
england 1 0 1
anticipat 1 0 1
dread 1 0 1
exploits 1 0 1
fly 1 0 1
madam 1 0 1
wisedom 1 0 1
deerest 1 0 1
cooz 1 0 1
longer 1 0 1
sirra 1 0 1
wormes 1 0 1
flyes 1 0 1
bird 1 0 1
bvy 1 0 1
market 1 0 1
sell 1 0 1
wit 1 0 1
sweares 1 0 1
traitors 1 0 1
liars 1 0 1
swearers 1 0 1
fools 1 0 1
monky 1 0 1
youl 1 0 1
weepe 1 0 1
pratler 1 0 1
talk 1 0 1
dame 1 0 1
unsanctified 1 0 1
ly 1 0 1
shagge-ear 1 0 1
egge 1 0 1
shade 1 0 1
waile 1 0 1
treacherous 1 0 1
hopes 1 0 1
perchance 1 0 1
offended 1 0 1
legions 1 0 1
grant 1 0 1
boundless 1 0 1
intemperance 1 0 1
avarice 1 0 1
king-becoming 1 0 1
miserable 1 0 1
passion 1 0 1
unwelcom 1 0 1
crew 1 0 1
wretched 1 0 1
soules 1 0 1
thanke 1 0 1
meanes 1 0 1
evill 1 0 1
countryman 1 0 1
cozen 1 0 1
betimes 1 0 1
remove 1 0 1
stands 1 0 1
countrey 1 0 1
nice 1 0 1
newest 1 0 1
houres 1 0 1
hisse 1 0 1
speaker 1 0 1
batter 1 0 1
niggard 1 0 1
gos 1 0 1
transport 1 0 1
tydings 1 0 1
concern 1 0 1
dispise 1 0 1
humh 1 0 1
gvess 1 0 1
surpriz 1 0 1
mercifull 1 0 1
thence 1 0 1
kil 1 0 1
comforted 1 0 1
pretty 1 0 1
dispute 1 0 1
whetstone 1 0 1
nights 1 0 1
perturbation 1 0 1
receyve 1 0 1
witness 1 0 1
continvally 1 0 1
sense 1 0 1
shut 1 0 1
accustom 1 0 1
action 1 0 1
heark 1 0 1
speaks 1 0 1
damned 1 0 1
marke 1 0 1
spoke 1 0 1
shee 1 0 1
perfumes 1 0 1
sigh 1 0 1
sorely 1 0 1
charg 1 0 1
bosome 1 0 1
wash 1 0 1
night-gown 1 0 1
gate 1 0 1
directly 1 0 1
whisp 1 0 1
powre 1 0 1
malcolm 1 0 1
byrnan 1 0 1
knowes 1 0 1
donalbane 1 0 1
brother 1 0 1
certaine 1 0 1
file 1 0 1
strongly 1 0 1
fortifies 1 0 1
feele 1 0 1
blame 1 0 1
march 1 0 1
reports 1 0 1
geese 1 0 1
pricke 1 0 1
over-red 1 0 1
seyton 1 0 1
newes 1 0 1
confirm 1 0 1
fight 1 0 1
bones 1 0 1
hackt 1 0 1
sicke 1 0 1
patient 1 0 1
throw 1 0 1
physicke 1 0 1
dogs 1 0 1
preparation 1 0 1
cleere 1 0 1
cosins 1 0 1
dayes 1 0 1
birnane 1 0 1
souldier 1 0 1
hew 1 0 1
bough 1 0 1
confident 1 0 1
maine 1 0 1
censures 1 0 1
approaches 1 0 1
banners 1 0 1
outward 1 0 1
feares 1 0 1
queene 1 0 1
de 1 0 1
heereafter 1 0 1
lyar 1 0 1
slave 1 0 1
endure 1 0 1
wrath 1 0 1
fare 1 0 1
trumpets 1 0 1
stake 1 0 1
lt 1 0 1
affraid 1 0 1
hoter 1 0 1
divell 1 0 1
himselfe 1 0 1
fearefull 1 0 1
lyest 1 0 1
abhorred 1 0 1
noise 1 0 1
castles 1 0 1
gently 1 0 1
rendred 1 0 1
foes 1 0 1
enter 1 0 1
roman 1 0 1
dye 1 0 1
hell-hound 1 0 1
avoyded 1 0 1
loosest 1 0 1
dispaire 1 0 1
charme 1 0 1
accursed 1 0 1
tels 1 0 1
mee 1 0 1
coward 1 0 1
misse 1 0 1
arriu 1 0 1
missing 1 0 1
debt 1 0 1
hurts 1 0 1
soldier 1 0 1
expence 1 0 1
we 0 1 1
sailed 0 1 1
japan 0 1 1
wind 0 1 1
sometime 0 1 1
arose 0 1 1
failed 0 1 1
wilderness 0 1 1
lift 0 1 1
showeth 0 1 1
wonders 0 1 1
beginning 0 1 1
perish 0 1 1
evening 0 1 1
kenning 0 1 1
thick 0 1 1
clouds 0 1 1
continents 0 1 1
hitherto 0 1 1
dawning 0 1 1
plainly 0 1 1
boscage 0 1 1
dark 0 1 1
entered 0 1 1
close 0 1 1
bastons 0 1 1
forbidding 0 1 1
cries 0 1 1
fierceness 0 1 1
discomforted 0 1 1
advising 0 1 1
eight 0 1 1
tipstaff 0 1 1
tipped 0 1 1
distrust 0 1 1
yellower 0 1 1
leaves 0 1 1
writing 0 1 1
flexible 0 1 1
foremost 0 1 1
hebrew 0 1 1
greek 0 1 1
latin 0 1 1
school 0 1 1
sixteen 0 1 1
meanwhile 0 1 1
help 0 1 1
repairs 0 1 1
belongeth 0 1 1
signed 0 1 1
stamp 0 1 1
cherubim 0 1 1
spread 0 1 1
hanging 0 1 1
downwards 0 1 1
consulting 0 1 1
hereupon 0 1 1
perplexed 0 1 1
denial 0 1 1
landing 0 1 1
hasty 0 1 1
troubled 0 1 1
rejoicing 0 1 1
presage 0 1 1
calms 0 1 1
contrary 0 1 1
ran 0 1 1
adding 0 1 1
pleased 0 1 1
deal 0 1 1
supply 0 1 1
chargeable 0 1 1
piece 0 1 1
crimson 0 1 1
tools 0 1 1
hours 0 1 1
dispatched 0 1 1
chamolet 0 1 1
azure 0 1 1
glossy 0 1 1
huge 0 1 1
turkish 0 1 1
turbans 0 1 1
brims 0 1 1
behold 0 1 1
followed 0 1 1
flightshot 0 1 1
ship-boat 0 1 1
described 0 1 1
loud 0 1 1
fearing 0 1 1
subscription 0 1 1
lifted 0 1 1
thank 0 1 1
pirates 0 1 1
lawfully 0 1 1
unlawfully 0 1 1
act 0 1 1
greatness 0 1 1
conservator 0 1 1
humble 0 1 1
accounted 0 1 1
singular 0 1 1
infectious 0 1 1
orange 0 1 1
orange-tawney 0 1 1
odour 0 1 1
preservative 0 1 1
infection 0 1 1
smiling 0 1 1
meaning 0 1 1
salary 0 1 1
rewards 0 1 1
early 0 1 1
conduct 0 1 1
prevented 0 1 1
follow 0 1 1
guide 0 1 1
streets 0 1 1
row 0 1 1
bluer 0 1 1
cambric 0 1 1
oiled 0 1 1
stairs 0 1 1
provided 0 1 1
cheerful 0 1 1
furnished 0 1 1
dorture 0 1 1
showed 0 1 1
along 0 1 1
neat 0 1 1
partitions 0 1 1
infirmary 0 1 1
waxed 0 1 1
cell 0 1 1
doors 0 1 1
restrained 0 1 1
ease 0 1 1
affection 0 1 1
manifested 0 1 1
smiled 0 1 1
viands 0 1 1
treat 0 1 1
collegiate 0 1 1
diet 0 1 1
wholesome 0 1 1
grape 0 1 1
grain 0 1 1
ale 0 1 1
cider 0 1 1
refreshing 0 1 1
oranges 0 1 1
assured 0 1 1
box 0 1 1
gray 0 1 1
whitish 0 1 1
wished 0 1 1
hasten 0 1 1
recovery 0 1 1
carriage 0 1 1
goods 0 1 1
assembled 0 1 1
jonas 0 1 1
whale 0 1 1
belly 0 1 1
deliverance 0 1 1
reform 0 1 1
piety 0 1 1
unworthiness 0 1 1
cloistered 0 1 1
bad 0 1 1
banish 0 1 1
attendance 0 1 1
weal 0 1 1
behave 0 1 1
admonition 0 1 1
promised 0 1 1
soberly 0 1 1
giving 0 1 1
occasion 0 1 1
offence 0 1 1
expectation 0 1 1
expired 0 1 1
amendment 0 1 1
pool 0 1 1
healing 0 1 1
mended 0 1 1
kindly 0 1 1
red 0 1 1
saluted 0 1 1
lowly 0 1 1
submissive 0 1 1
sentence 0 1 1
staid 0 1 1
avoided 0 1 1
vocation 0 1 1
to 0 1 1
chiefly 0 1 1
unwilling 0 1 1
license 0 1 1
weeks 0 1 1
precise 0 1 1
obtain 0 1 1
aforehand 0 1 1
revenue 0 1 1
thirty-seven 0 1 1
arrived 0 1 1
defray 0 1 1
request 0 1 1
karan 0 1 1
especial 0 1 1
admiring 0 1 1
parent-like 0 1 1
usage 0 1 1
express 0 1 1
offers 0 1 1
picture 0 1 1
jaws 0 1 1
consolations 0 1 1
obey 0 1 1
impossible 0 1 1
enflamed 0 1 1
tread 0 1 1
added 0 1 1
roofs 0 1 1
mouths 0 1 1
besought 0 1 1
accept 0 1 1
bounden 0 1 1
presenting 0 1 1
brotherly 0 1 1
tenderness 0 1 1
confused 0 1 1
kindness 0 1 1
angels 0 1 1
prevent 0 1 1
comforts 0 1 1
expected 0 1 1
salutations 0 1 1
familiarly 0 1 1
meaner 0 1 1
began 0 1 1
solitary 0 1 1
travellers 0 1 1
habitable 0 1 1
fittest 0 1 1
entertainment 0 1 1
conceived 0 1 1
worldly 0 1 1
divided 0 1 1
walked 0 1 1
converted 0 1 1
contentment 0 1 1
knit 0 1 1
asking 0 1 1
seek 0 1 1
briefly 0 1 1
satisfy 0 1 1
ascension 0 1 1
renfusa 0 1 1
eastern 0 1 1
cloudy 0 1 1
calm 0 1 1
column 0 1 1
cylinder 0 1 1
rising 0 1 1
bright 0 1 1
resplendent 0 1 1
spectacle 0 1 1
apace 0 1 1
sands 0 1 1
sixty 0 1 1
bound 0 1 1
theatre 0 1 1
beholding 0 1 1
attentively 0 1 1
devoutly 0 1 1
viewed 0 1 1
contemplated 0 1 1
raised 0 1 1
knees 0 1 1
`lord 0 1 1
vouchsafed 0 1 1
creation 0 1 1
secrets 0 1 1
appertaineth 0 1 1
finger 0 1 1
forasmuch 0 1 1
workest 0 1 1
thine 0 1 1
exceedest 0 1 1
beseech 0 1 1
interpretation 0 1 1
dost 0 1 1
secretly 0 1 1
promise 0 1 1
prayer 0 1 1
moveable 0 1 1
unbound 0 1 1
assurance 0 1 1
rowed 0 1 1
brake 0 1 1
firmament 0 1 1
stars 0 1 1
vanished 0 1 1
chest 0 1 1
wet 0 1 1
swam 0 1 1
grew 0 1 1
branch 0 1 1
opened 0 1 1
wrapped 0 1 1
sindons 0 1 1
canonical 0 1 1
churches 0 1 1
apocalypse 0 1 1
`i 0 1 1
angel 0 1 1
vision 0 1 1
commit 0 1 1
floods 0 1 1
good-will 0 1 1
writings 0 1 1
conform 0 1 1
apostles 0 1 1
gift 0 1 1
indians 0 1 1
natives 0 1 1
infidelity 0 1 1
remainder 0 1 1
apostolical 0 1 1
evangelism 0 1 1
saint 0 1 1
immediately 0 1 1
excused 0 1 1
abruptly 0 1 1
amends 0 1 1
dangers 0 1 1
fears 0 1 1
lest 0 1 1
presume 0 1 1
encouraged 0 1 1
vowed 0 1 1
professed 0 1 1
hardiness 0 1 1
propound 0 1 1
rejected 0 1 1
observed 0 1 1
considering 0 1 1
notwithstanding 0 1 1
navigations 0 1 1
inkling 0 1 1
glimpse 0 1 1
inter-knowledge 0 1 1
stayeth 0 1 1
suffice 0 1 1
mutual 0 1 1
arrive 0 1 1
rested 0 1 1
conclave 0 1 1
lie 0 1 1
conditioner 0 1 1
propriety 0 1 1
powers 0 1 1
beings 0 1 1
unseen 0 1 1
smile 0 1 1
imported 0 1 1
magicians 0 1 1
intelligence 0 1 1
all 0 1 1
humbleness 0 1 1
merrily 0 1 1
apt 0 1 1
supernatural 0 1 1
angelical 0 1 1
magical 0 1 1
doubtful 0 1 1
conceit 0 1 1
remembered 0 1 1
aright 0 1 1
reserve 0 1 1
lawful 0 1 1
perhaps 0 1 1
credible 0 1 1
increased 0 1 1
six-score 0 1 1
example 0 1 1
confidence 0 1 1
adventure 0 1 1
truth 0 1 1
phoenicians 0 1 1
tyrians 0 1 1
fleets 0 1 1
carthaginians 0 1 1
colony 0 1 1
toward 0 1 1
egypt 0 1 1
palestine 0 1 1
junks 0 1 1
canoes 0 1 1
abounded 0 1 1
tall 0 1 1
registers 0 1 1
content 0 1 1
sparing 0 1 1
frequented 0 1 1
sailors 0 1 1
chaldeans 0 1 1
arabians 0 1 1
fame 0 1 1
resorted 0 1 1
tribes 0 1 1
sundry 0 1 1
straits 0 1 1
pillars 0 1 1
hercules 0 1 1
paguin 0 1 1
cambaline 0 1 1
quinzy 0 1 1
oriental 0 1 1
tartary 0 1 1
narration 0 1 1
description 0 1 1
neptune 0 1 1
planted 0 1 1
magnificent 0 1 1
palace 0 1 1
manifold 0 1 1
goodly 0 1 1
navigable 0 1 1
chains 0 1 1
environed 0 1 1
site 0 1 1
ascent 0 1 1
climb 0 1 1
scala 0 1 1
coeli 0 1 1
poetical 0 1 1
fabulous 0 1 1
mexico 0 1 1
kingdoms 0 1 1
expeditions 0 1 1
author 0 1 1
egyptian 0 1 1
cited 0 1 1
athenians 0 1 1
repulse 0 1 1
resistance 0 1 1
forces 0 1 1
fortune 0 1 1
clemency 0 1 1
altabin 0 1 1
warrior 0 1 1
handled 0 1 1
land-forces 0 1 1
entoiled 0 1 1
navy 0 1 1
tamp 0 1 1
compelled 0 1 1
render 0 1 1
striking 0 1 1
stroke 0 1 1
contenting 0 1 1
dismissed 0 1 1
safety 0 1 1
revenge 0 1 1
overtook 0 1 1
enterprises 0 1 1
earthquake 0 1 1
tract 0 1 1
pour 0 1 1
wild 0 1 1
escaped 0 1 1
for 0 1 1
buildings 0 1 1
shallow 0 1 1
continuance 0 1 1
vale 0 1 1
drowned 0 1 1
food 0 1 1
rudeness 0 1 1
ignorance 0 1 1
younger 0 1 1
flood 0 1 1
seed 0 1 1
slowly 0 1 1
simple 0 1 1
savage 0 1 1
chief 0 1 1
civility 0 1 1
posterity 0 1 1
mountainous 0 1 1
habitations 0 1 1
cold 0 1 1
regions 0 1 1
clothe 0 1 1
skins 0 1 1
tigers 0 1 1
bears 0 1 1
hairy 0 1 1
goats 0 1 1
valley 0 1 1
intolerable 0 1 1
forced 0 1 1
begin 0 1 1
continueth 0 1 1
ancestors 0 1 1
invited 0 1 1
grounds 0 1 1
main 0 1 1
traffic 0 1 1
americans 0 1 1
nearest 0 1 1
commerce 0 1 1
manifest 0 1 1
wars 0 1 1
revolution 0 1 1
decay 0 1 1
specially 0 1 1
galleys 0 1 1
hardly 0 1 1
brook 0 1 1
ocean 0 1 1
omitted 0 1 1
ceased 0 1 1
cessation 0 1 1
appertain 0 1 1
reigned 0 1 1
adore 0 1 1
superstitiously 0 1 1
inscrutable 0 1 1
wholly 0 1 1
consideration 0 1 1
substantive 0 1 1
foreigner 0 1 1
circuit 0 1 1
fertility 0 1 1
plentifully 0 1 1
fishing 0 1 1
transportations 0 1 1
recalling 0 1 1
flourishing 0 1 1
altered 0 1 1
heroical 0 1 1
intentions 0 1 1
foresight 0 1 1
reach 0 1 1
perpetuity 0 1 1
established 0 1 1
fundamental 0 1 1
interdicts 0 1 1
prohibitions 0 1 1
calamity 0 1 1
frequent 0 1 1
doubting 0 1 1
novelties 0 1 1
ignorant 0 1 1
temper 0 1 1
preserved 0 1 1
provision 0 1 1
tasted 0 1 1
desiring 0 1 1
detain 0 1 1
wills 0 1 1
depart 0 1 1
prohibition 0 1 1
thirteen 0 1 1
bottoms 0 1 1
whatsoever 0 1 1
whore 0 1 1
dream 0 1 1
travelling 0 1 1
henna 0 1 1
restrain 0 1 1
chinese 0 1 1
lawn 0 1 1
keeping 0 1 1
pusillanimity 0 1 1
fear 0 1 1
restraint 0 1 1
exception 0 1 1
preserving 0 1 1
communicating 0 1 1
avoiding 0 1 1
hurt 0 1 1
digress 0 1 1
by 0 1 1
pertinent 0 1 1
acts 0 1 1
pre-eminence 0 1 1
erection 0 1 1
noblest 0 1 1
lanthorn 0 1 1
dedicated 0 1 1
study 0 1 1
founder 0 1 1
corrupted 0 1 1
denominate 0 1 1
famous 0 1 1
namely 0 1 1
history 0 1 1
wrote 0 1 1
libanus 0 1 1
moss 0 1 1
groweth 0 1 1
symbolize 0 1 1
honored 0 1 1
induced 0 1 1
created 0 1 1
instituting 0 1 1
workmanship 0 1 1
inert 0 1 1
ordinance 0 1 1
errand 0 1 1
manufactures 0 1 1
landed 0 1 1
fraught 0 1 1
quantity 0 1 1
treasure 0 1 1
buying 0 1 1
rewarding 0 1 1
rendezvous 0 1 1
missions 0 1 1
circumstances 0 1 1
practique 0 1 1
trade 0 1 1
jewels 0 1 1
commodity 0 1 1
creature 0 1 1
astonished 0 1 1
probably 0 1 1
perceiving 0 1 1
fortunes 0 1 1
concluded 0 1 1
bade 0 1 1
scant 0 1 1
kiss 0 1 1
skirt 0 1 1
suffer 0 1 1
crave 0 1 1
ado 0 1 1
refrained 0 1 1
agree 0 1 1
utter 0 1 1
perdition 0 1 1
adjacent 0 1 1
tedder 0 1 1
obtaining 0 1 1
meanest 0 1 1
quality 0 1 1
freedom 0 1 1
continually 0 1 1
observation 0 1 1
mirror 0 1 1
pious 0 1 1
shewing 0 1 1
goodness 0 1 1
thirty 0 1 1
alive 0 1 1
cost 0 1 1
liketh 0 1 1
assisted 0 1 1
summoned 0 1 1
consultation 0 1 1
there 0 1 1
discord 0 1 1
suits 0 1 1
appeased 0 1 1
decayed 0 1 1
competent 0 1 1
vice 0 1 1
reproved 0 1 1
censured 0 1 1
direction 0 1 1
advices 0 1 1
assisteth 0 1 1
authority 0 1 1
decrees 0 1 1
disobeyed 0 1 1
obedience 0 1 1
carpet 0 1 1
oval 0 1 1
whiter 0 1 1
asp 0 1 1
winter 0 1 1
curiously 0 1 1
colors 0 1 1
broiding 0 1 1
binding 0 1 1
veiled 0 1 1
net 0 1 1
sprig 0 1 1
traverse 0 1 1
loft 0 1 1
privy 0 1 1
door 0 1 1
carved 0 1 1
leaded 0 1 1
sex 0 1 1
disorder 0 1 1
taratan 0 1 1
lads 0 1 1
carrieth 0 1 1
mantles 0 1 1
sea-water 0 1 1
streamed 0 1 1
train 0 1 1
curtesies 0 1 1
inclinations 0 1 1
containing 0 1 1
gifts 0 1 1
revenew 0 1 1
privileges 0 1 1
exemptions 0 1 1
styled 0 1 1
beloved 0 1 1
creditor 0 1 1
debtor 0 1 1
subjects 0 1 1
seal 0 1 1
image 0 1 1
imbossed 0 1 1
moulded 0 1 1
charters 0 1 1
expedited 0 1 1
discretion 0 1 1
readeth 0 1 1
supported 0 1 1
chooseth 0 1 1
mounteth 0 1 1
acclamation 0 1 1
child 0 1 1
purple 0 1 1
greenish 0 1 1
crescent 0 1 1
golden 0 1 1
ensign 0 1 1
goeth 0 1 1
ceremony 0 1 1
endeth 0 1 1
soever 0 1 1
hap 0 1 1
male 0 1 1
perform 0 1 1
knee 0 1 1
leaning 0 1 1
feasts 0 1 1
lasteth 0 1 1
hymn 0 1 1
sung 0 1 1
composeth 0 1 1
posy 0 1 1
praises 0 1 1
concluding 0 1 1
thanksgiving 0 1 1
nativity 0 1 1
birth 0 1 1
births 0 1 1
blessed 0 1 1
withdrawn 0 1 1
makes 0 1 1
pleaseth 0 1 1
inverted 0 1 1
kneeleth 0 1 1
layeth 0 1 1
giveth 0 1 1
daughter 0 1 1
speaketh 0 1 1
everlasting 0 1 1
dove 0 1 1
pilgrimage 0 1 1
eminent 0 1 1
merit 0 1 1
arm 0 1 1
praise 0 1 1
persevere 0 1 1
wheat 0 1 1
dances 0 1 1
recreations 0 1 1
seven 0 1 1
fallen 0 1 1
merchant 0 1 1
joabin 0 1 1
circumcised 0 1 1
remaining 0 1 1
disposition 0 1 1
inbred 0 1 1
rancour 0 1 1
attributes 0 1 1
ruler 0 1 1
seraphims 0 1 1
guard 0 1 1
milken 0 1 1
eliah 0 1 1
inferior 0 1 1
majesty 0 1 1
commending 0 1 1
believed 0 1 1
nachoran 0 1 1
moses 0 1 1
cabala 0 1 1
hierusalem 0 1 1
setting 0 1 1
aside 0 1 1
jewish 0 1 1
dreams 0 1 1
excellently 0 1 1
discourses 0 1 1
methought 0 1 1
solemnity 0 1 1
preside 0 1 1
proceedeth 0 1 1
copulation 0 1 1
permission 0 1 1
plurality 0 1 1
wives 0 1 1
experience 0 1 1
partakers 0 1 1
extraordinary 0 1 1
heavens 0 1 1
pollution 0 1 1
foulness 0 1 1
european 0 1 1
hermit 0 1 1
fornication 0 1 1
foul 0 1 1
ugly 0 1 1
aethiop 0 1 1
likeness 0 1 1
beautiful 0 1 1
cherubin 0 1 1
minds 0 1 1
stews 0 1 1
anything 0 1 1
detestation 0 1 1
permit 0 1 1
spar 0 1 1
corrupt 0 1 1
expulsed 0 1 1
libertine 0 1 1
impure 0 1 1
yoked 0 1 1
prime 0 1 1
bargain 0 1 1
sought 0 1 1
alliance 0 1 1
portion 0 1 1
reputation 0 1 1
indifferent 0 1 1
issue 0 1 1
union 0 1 1
basely 0 1 1
amended 0 1 1
ought 0 1 1
tolerated 0 1 1
necessity 0 1 1
affront 0 1 1
haunting 0 1 1
resort 0 1 1
punished 0 1 1
bachelors 0 1 1
depraved 0 1 1
change 0 1 1
meretricious 0 1 1
embracements 0 1 1
sin 0 1 1
dull 0 1 1
imposition 0 1 1
tax 0 1 1
defend 0 1 1
evils 0 1 1
advoutries 0 1 1
deflowering 0 1 1
virgins 0 1 1
unnatural 0 1 1
preposterous 0 1 1
wisdom 0 1 1
lot 0 1 1
abusing 0 1 1
gained 0 1 1
abound 0 1 1
furnace 0 1 1
stop 0 1 1
flames 0 1 1
quench 0 1 1
anyvent 0 1 1
rage 0 1 1
masculine 0 1 1
inviolate 0 1 1
friendships 0 1 1
usual 0 1 1
whosoever 0 1 1
unchaste 0 1 1
chiefest 0 1 1
bridle 0 1 1
decent 0 1 1
widow 0 1 1
sarepta 0 1 1
elias 0 1 1
sins 0 1 1
confess 0 1 1
allow 0 1 1
polygamy 0 1 1
intermarry 0 1 1
month 0 1 1
interview 0 1 1
void 0 1 1
mulct 0 1 1
inheritors 0 1 1
admitted 0 1 1
inherit 0 1 1
inheritance 0 1 1
commonwealth 0 1 1
dislike 0 1 1
scorn 0 1 1
refusal 0 1 1
familiar 0 1 1
defects 0 1 1
town 0 1 1
eve 0 1 1
severally 0 1 1
bathe 0 1 1
huke 0 1 1
joyful 0 1 1
seven-night 0 1 1
dozen 0 1 1
glad 0 1 1
stature 0 1 1
aspect 0 1 1
pitied 0 1 1
robe 0 1 1
garment 0 1 1
girdle 0 1 1
sindon 0 1 1
gloves 0 1 1
curious` 0 1 1
stone 0 1 1
peach-coloured 0 1 1
helmet 0 1 1
montera 0 1 1
curled 0 1 1
decently 0 1 1
brown 0 1 1
beard 0 1 1
litter-wise 0 1 1
trapped 0 1 1
footmen 0 1 1
attire 0 1 1
crystal 0 1 1
panels 0 1 1
sapphires 0 1 1
hinder-end 0 1 1
emeralds 0 1 1
radiant 0 1 1
cherub 0 1 1
displayed 0 1 1
covered 0 1 1
tissued 0 1 1
loose 0 1 1
coats 0 1 1
mid 0 1 1
leg 0 1 1
stockings 0 1 1
hats 0 1 1
plumes 0 1 1
hat-bands 0 1 1
bare-headed 0 1 1
sheep-hook 0 1 1
balm-wood 0 1 1
horsemen 0 1 1
tumult 0 1 1
officers 0 1 1
companies 0 1 1
cushions 0 1 1
plush 0 1 1
carpets 0 1 1
persian 0 1 1
finer 0 1 1
street 0 1 1
wonderfully 0 1 1
army 0 1 1
battle-array 0 1 1
crowded 0 1 1
entertaining 0 1 1
admit 0 1 1
presence 0 1 1
meaneth 0 1 1
forenoon 0 1 1
access 0 1 1
hanged 0 1 1
carpeted 0 1 1
finely 0 1 1
attired 0 1 1
instead 0 1 1
fastened 0 1 1
ungloved 0 1 1
posture 0 1 1
stooped 0 1 1
kissed 0 1 1
hem 0 1 1
departed 0 1 1
beside 0 1 1
impart 0 1 1
secondly 0 1 1
thirdly 0 1 1
functions 0 1 1
whereto 0 1 1
fourthly 0 1 1
enlarging 0 1 1
bounds 0 1 1
empire 0 1 1
effecting 0 1 1
depths 0 1 1
deepest 0 1 1
sunk 0 1 1
fathom 0 1 1
digged 0 1 1
hills 0 1 1
reckon 0 1 1
alike 0 1 1
coagulations 0 1 1
indurations 0 1 1
refrigerations 0 1 1
conservations 0 1 1
mines 0 1 1
curing 0 1 1
cements 0 1 1
chineses 0 1 1
porcellain 0 1 1
composts 0 1 1
soils 0 1 1
height 0 1 1
vantage 0 1 1
tower 0 1 1
accounting 0 1 1
heights 0 1 1
situations 0 1 1
insolation 0 1 1
refrigeration 0 1 1
conservation 0 1 1
fiery 0 1 1
dwellings 0 1 1
instruct 0 1 1
lakes 0 1 1
fowl 0 1 1
strain 0 1 1
rocks 0 1 1
bays 0 1 1
required 0 1 1
vapor 0 1 1
cataracts 0 1 1
serve 0 1 1
multiplying 0 1 1
enforcing 0 1 1
fountains 0 1 1
sources 0 1 1
tincted 0 1 1
vitriol 0 1 1
sulphur 0 1 1
steel 0 1 1
lead 0 1 1
nitre 0 1 1
infusions 0 1 1
quicker 0 1 1
basins 0 1 1
paradise 0 1 1
sovereign 0 1 1
rains 0 1 1
thunders 0 1 1
lightnings 0 1 1
frogs 0 1 1
qualify 0 1 1
preservation 0 1 1
restoring 0 1 1
arefaction 0 1 1
confirming 0 1 1
sinewes 0 1 1
berries 0 1 1
vineyards 0 1 1
conclusions 0 1 1
grafting 0 1 1
inoculating 0 1 1
wild-trees 0 1 1
fruit-trees 0 1 1
produceth 0 1 1
flowers 0 1 1
earlier 0 1 1
seasons 0 1 1
speedily 0 1 1
medicinal 0 1 1
seeds 0 1 1
tree 0 1 1
plant 0 1 1
parks 0 1 1
enclosures 0 1 1
rareness 0 1 1
dissections 0 1 1
thereby 0 1 1
continuing 0 1 1
resuscitating 0 1 1
poisons 0 1 1
chirurgery 0 1 1
physic 0 1 1
taller 0 1 1
dwarf 0 1 1
bearing 0 1 1
generative 0 1 1
differ 0 1 1
shape 0 1 1
activity 0 1 1
commixtures 0 1 1
copulations 0 1 1
different 0 1 1
produced 0 1 1
general 0 1 1
putrefaction 0 1 1
advanced 0 1 1
perfect 0 1 1
bests 0 1 1
propagate 0 1 1
beforehand 0 1 1
arise 0 1 1
breed 0 1 1
silk-worms 0 1 1
bees 0 1 1
recounting 0 1 1
brewhouses 0 1 1
bake-houses 0 1 1
kitchens 0 1 1
honey 0 1 1
sugar 0 1 1
manna 0 1 1
decocted 0 1 1
woundings 0 1 1
pulp 0 1 1
canes 0 1 1
brewed 0 1 1
fleshes 0 1 1
white-meats 0 1 1
strive 0 1 1
insinuate 0 1 1
biting 0 1 1
sharpness 0 1 1
fretting 0 1 1
ripen 0 1 1
nourishing 0 1 1
andmany 0 1 1
kernels 0 1 1
leavenings 0 1 1
seasonings 0 1 1
nourish 0 1 1
beaten 0 1 1
mortified 0 1 1
corrupting 0 1 1
stomach 0 1 1
chylus 0 1 1
enable 0 1 1
sensibly 0 1 1
hard 0 1 1
tough 0 1 1
dispensatories 0 1 1
drugs 0 1 1
ingredients 0 1 1
fermentations 0 1 1
exquisite 0 1 1
distillations 0 1 1
separations 0 1 1
percolations 0 1 1
strainers 0 1 1
substances 0 1 1
exact 0 1 1
composition 0 1 1
incorporate 0 1 1
stuffs 0 1 1
papers 0 1 1
tissues 0 1 1
lustre 0 1 1
dies 0 1 1
recited 0 1 1
grown 0 1 1
throughout 0 1 1
flow 0 1 1
furnaces 0 1 1
diversities 0 1 1
diversity 0 1 1
fierce 0 1 1
quick 0 1 1
constant 0 1 1
blown 0 1 1
inequalities 0 1 1
orbs 0 1 1
progresses 0 1 1
